"authorMeta/avatar","authorMeta/bioLink","authorMeta/commerceUserInfo/commerceUser","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/friends","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/originalAvatarUrl","authorMeta/privateAccount","authorMeta/profileUrl","authorMeta/roomId","authorMeta/signature","authorMeta/ttSeller","authorMeta/verified","authorMeta/video","commentCount","diggCount","playCount","shareCount","text","isSponsored","isAd","videoMeta/coverUrl","videoMeta/definition","videoMeta/duration","videoMeta/format","videoMeta/height","videoMeta/originalCoverUrl","videoMeta/subtitleLinks/0/downloadLink","videoMeta/subtitleLinks/0/language","videoMeta/subtitleLinks/0/source","videoMeta/subtitleLinks/0/sourceUnabbreviated","videoMeta/subtitleLinks/0/tiktokLink","videoMeta/subtitleLinks/0/version","videoMeta/subtitleLinks/1/downloadLink","videoMeta/subtitleLinks/1/language","videoMeta/subtitleLinks/1/source","videoMeta/subtitleLinks/1/sourceUnabbreviated","videoMeta/subtitleLinks/1/tiktokLink","videoMeta/subtitleLinks/1/version","videoMeta/width","webVideoUrl"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4cdead30e2e6a166180e9f2029262aa7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5cce9c15&x-expires=1747108800&x-signature=kM9YRNII28rIyLeeGRFrdftRUN8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","https://linhtravelcamping.koc.asia","false","0","39100","56","40","1300000","7018489169551131674","linhtravelcamping","Linh Thích Đi Chơi ☀️","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4cdead30e2e6a166180e9f2029262aa7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5cce9c15&x-expires=1747108800&x-signature=kM9YRNII28rIyLeeGRFrdftRUN8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","false","https://www.tiktok.com/@linhtravelcamping","","🍃 Next trip: Sài Gòn, Miền Tây 24/4-7/5
💌 Email: linhtravelcamping@gmail.com","false","false","410","130","6344","159900","2653","Manifest đi Nam Du & Hòn Sơn mùa biển đẹp nhất 🍃🐳🌸 
#daonamdu #honson #reviewnamdu #linhtravelcamping #tiktoktravel ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/osAABEJnUEYAARhIC92fCFo9DDdirqEf02GiTg?lk3s=81f88b70&x-expires=1747108800&x-signature=etw%2F8CHEVbeJ1PxrufPb6HnGkW4%3D&from=2180549488&shp=81f88b70&shcp=-","540p","16","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/osAABEJnUEYAARhIC92fCFo9DDdirqEf02GiTg?lk3s=81f88b70&x-expires=1747108800&x-signature=etw%2F8CHEVbeJ1PxrufPb6HnGkW4%3D&from=2180549488&shp=81f88b70&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@linhtravelcamping/video/7491351593288273170"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a61153d3e7e893a8e6ac7bcb515d206a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a521271e&x-expires=1747108800&x-signature=X2l3zglKLTYGDpCW0S2eW2NUV3s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","entravelwith.passio.eco","false","0","125200","37","28","805700","7092369534947099675","entravelwith","ÉN TRAVEL WITH","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a61153d3e7e893a8e6ac7bcb515d206a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a521271e&x-expires=1747108800&x-signature=X2l3zglKLTYGDpCW0S2eW2NUV3s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","false","https://www.tiktok.com/@entravelwith","","💌  Lạc trên bản đồ vào một ngày đầy nắng 💌","false","false","174","1171","39900","1400000","8422","Amazing view of Hue.. to be continued part 2  #huế #travel #entravelwith #traveltiktok #reviewresort #reviewhomestay #resorthue #tiktoktravel #travelblogger #resort #resortvietnam #PhaiDepNgayNay #WomenOfTikTok #xuhuong ","false","false","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/5591118154bf4e2fb49dae400de0b93f_1678370269~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/88d6354d1b7d4b04b3012747f37eecb9.image?lk3s=81f88b70&x-expires=1747108800&x-signature=IL4OrwEfgEGtwrlhLHWy9SnXi7M%3D&shp=81f88b70&shcp=-","540p","22","mp4","1024","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/5591118154bf4e2fb49dae400de0b93f_1678370269~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/88d6354d1b7d4b04b3012747f37eecb9.image?lk3s=81f88b70&x-expires=1747108800&x-signature=IL4OrwEfgEGtwrlhLHWy9SnXi7M%3D&shp=81f88b70&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@entravelwith/video/7208545351865797915"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/67cc6a8ecab85ae0cb495aca8eabaa30~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7003253b&x-expires=1747108800&x-signature=pbSZ4JPhi5OyjYQ6EcwcFlZCJWY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"1467","3937","14","0","73900","7356907181167707153","thor.nha.trang","Thor Nha Trang","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/67cc6a8ecab85ae0cb495aca8eabaa30~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7003253b&x-expires=1747108800&x-signature=pbSZ4JPhi5OyjYQ6EcwcFlZCJWY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@thor.nha.trang",,"Chia sẻ về Nha Trang, thành phố của tui á!
Tui có book khách sạn và tour đảo nữa","false","false","44","1298","31800","1200000","8109","Check-in thả ga với chiếc resort siêu sang, rồi ngắm biển chill chill. Chỉ cần order cafe, trái dừa... #thornhatrang #bomaresort #checkin #dulich #biển #summer #chill #nhatrang #fyp #xuhuong #resort ","false","false","https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/37e0a3cce8bf402faee28a369a57dfda_1716347299~tplv-dmt-logom:tos-alisg-i-0068/o0NfnFCRcDmBTQEGYgA6AkZ1EfccIzBE6MIAWA.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=aZUAklRr5W9bhOFn%2FoZTM5g1VTM%3D&shp=b59d6b55&shcp=-","540p","50","mp4","1024","https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/37e0a3cce8bf402faee28a369a57dfda_1716347299~tplv-dmt-logom:tos-alisg-i-0068/o0NfnFCRcDmBTQEGYgA6AkZ1EfccIzBE6MIAWA.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=aZUAklRr5W9bhOFn%2FoZTM5g1VTM%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-thornhatra-20240522030813-7371655472643951880-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/bec35891f0d079cce9cde4828c6ae1a3/6822ce77/video/tos/alisg/tos-alisg-pv-0037/2acbe75b38864881b60f02ad969553fc/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=62202&bt=31101&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=M3c3am05cmpvczMzODczNEBpM3c3am05cmpvczMzODczNEBwcmswMmRrczNgLS1kMWBzYSNwcmswMmRrczNgLS1kMWBzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00048000","1:whisper_lid","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-thornhatra-20240522030813-7371655472643951880-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/795b3e9fd90d9825a962e1d0f7df4e88/6822ce77/video/tos/alisg/tos-alisg-pv-0037/62d176e9f5da41739b405044a73a0d77/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=62202&bt=31101&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=M3c3am05cmpvczMzODczNEBpM3c3am05cmpvczMzODczNEBwcmswMmRrczNgLS1kMWBzYSNwcmswMmRrczNgLS1kMWBzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00048000","4","576","https://www.tiktok.com/@thor.nha.trang/video/7371655472643951880"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/d0cdf41c2465703c8d606c1c50ff5a70~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=03ed674f&x-expires=1747108800&x-signature=ZT2x%2Bpqlmh39ChYwF%2F29RlF43Bo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"12900","299300","242","0","10600000","6651069681334173698","_hngoc24.8","Ngọc của Phát 🤱🏻","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/d0cdf41c2465703c8d606c1c50ff5a70~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=03ed674f&x-expires=1747108800&x-signature=ZT2x%2Bpqlmh39ChYwF%2F29RlF43Bo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@_hngoc24.8",,"IG : _hngoc24.8
Zalo LH công việc: 0396073299
Các sản phẩm N dùng ở dưới này👇🏼","false","false","1295","482","26400","1400000","6972","Đi Phan Thiết - Mũi Né thì ở đâu 🏖 #ngocphat243 #dulịchbiểnmùahè #phanthiet #sailingclubresortmuine ","false","false","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/1f0acd3afdc84636bfaab0911d5d6d84_1686635403?lk3s=b59d6b55&x-expires=1747108800&x-signature=C3%2FpVsYu85VXJJ%2F40FuCX4vAg%2BM%3D&shp=b59d6b55&shcp=-","540p","67","mp4","1024","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/1f0acd3afdc84636bfaab0911d5d6d84_1686635403?lk3s=b59d6b55&x-expires=1747108800&x-signature=C3%2FpVsYu85VXJJ%2F40FuCX4vAg%2BM%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-_hngoc248-20230613054941-7244043786916039941-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/ef5e20a80c98f3b2da54918ac561ea11/6822ce88/video/tos/useast2a/tos-useast2a-v-0068/c8b295d53d1b4a1fadbf5e6f8d549363/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14704&bt=7352&ds=4&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=M2o8aGY6ZjMzbDMzNzczM0BpM2o8aGY6ZjMzbDMzNzczM0BiX18xcjRfMzFgLS1kMTZzYSNiX18xcjRfMzFgLS1kMTZzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00050000","1","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-_hngoc248-20230613054941-7244043786916039941-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/a0f66a6d0b30dec0129c164befc59ab7/6822ce88/video/tos/useast2a/tos-useast2a-v-0068/be760ecdde534743a0ed170ca8a26ee5/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14704&bt=7352&ds=4&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=M2o8aGY6ZjMzbDMzNzczM0BpM2o8aGY6ZjMzbDMzNzczM0BiX18xcjRfMzFgLS1kMTZzYSNiX18xcjRfMzFgLS1kMTZzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00050000","4","576","https://www.tiktok.com/@_hngoc24.8/video/7244043786916039941"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ac9b13dc9d84e255b660bc510f0a29d2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=880bd4bd&x-expires=1747108800&x-signature=bWwG2gGSkhklnzefOj%2BAO8nl8vs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"3596","65900","3","0","791400","7043017782040593410","ngoc_baby0211","Ngoc baby 999","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ac9b13dc9d84e255b660bc510f0a29d2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=880bd4bd&x-expires=1747108800&x-signature=bWwG2gGSkhklnzefOj%2BAO8nl8vs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@ngoc_baby0211",,"Tư vấn mua bán BĐS🏡
Contact:0849067040","true","false","146","105","6450","125500","77","Review resort Đại Lải Vĩnh Phúc cho bạn nào cần nè 😜#xuhuong","false","false","https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/4aafda5e4c0e40afa2cb86cb8f7789e4?lk3s=b59d6b55&x-expires=1747108800&x-signature=RfflrxYPNugGn%2Fj2sAAsU4CX1EE%3D&shp=b59d6b55&shcp=-","540p","20","mp4","1024","https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/4aafda5e4c0e40afa2cb86cb8f7789e4?lk3s=b59d6b55&x-expires=1747108800&x-signature=RfflrxYPNugGn%2Fj2sAAsU4CX1EE%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@ngoc_baby0211/video/7101282718276799770"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c5ea24a50971621b80148d338cda1859~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2d5aa631&x-expires=1747108800&x-signature=NjaevBAFi6y3YAEKRFdx8JcBf54%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"11200","10500","344","0","478500","6532312124050391041","demraphoinang","Đem Ra Phơi Nắng","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c5ea24a50971621b80148d338cda1859~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2d5aa631&x-expires=1747108800&x-signature=NjaevBAFi6y3YAEKRFdx8JcBf54%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@demraphoinang",,"Nắng lên rồi, ra ngoài thôi 🍃🌤","false","false","616","16","536","87800","400","Mùa hè đến rồi, đi Vũng Tàu chơi, muốn vừa chụp ảnh check in biển, vừa nhâm nhi ly nước mát hay thưởng thức buổi tối lãng mạn bên bờ biển lộng gió thì có lẽ nhà hàng @Ocean Bay Seafood Restaurant của Marina Bay là một lựa chọn nên cân nhắc. — @demraphoinang 🌤 #demraphoinang #marinabayresortvungtau #coffeeviewbienvocuc #115TranPhu #oceanbayvungtau #odaucungchup #vungtau #vungtaucity #vungtaubeach #loanhquanhvungtau #vietnamtravel #checkinvietnam #dulichvietnam #travelholic #travelblogger #travellife #peaceful #sunnyvibes #vitaminsea #summervibes #ベトナム #ブンタウ ","false","false","https://p9-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/9ce5585c91a940a2b11463ae5b876511_1717424703?lk3s=b59d6b55&x-expires=1747108800&x-signature=U08X6eBTn7QzjnG%2FzqG%2BApQI1G4%3D&shp=b59d6b55&shcp=-","540p","19","mp4","1024","https://p9-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/9ce5585c91a940a2b11463ae5b876511_1717424703?lk3s=b59d6b55&x-expires=1747108800&x-signature=U08X6eBTn7QzjnG%2FzqG%2BApQI1G4%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@demraphoinang/video/7376282868189859092"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1fc3478f144b5ed322dc093d5f02fb1b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d96e438d&x-expires=1747108800&x-signature=CkUe5laJp6Wh7RF%2FXW9wa0UOHRA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"164","1565","1","0","21400","7230270449686447110","roseflowernhatrang","Rose Flowers 🌺","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1fc3478f144b5ed322dc093d5f02fb1b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d96e438d&x-expires=1747108800&x-signature=CkUe5laJp6Wh7RF%2FXW9wa0UOHRA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@roseflowernhatrang",,"🌹Shop Hoa Tươi Hồng Nhung ( Hoa Tươi Nha Trang ) 🌹
📞0773457486-0375591584
!!!","false","false","18","564","20800","1300000","6530","Nằm võng Đà Lạt chill lắm nhưng ở đây mùi biển vẫn có gì đó thích hơn nha #yeubien #reviewnhatrang #travelnhatrang #dulichvietnam #anuongdulichnhatrang","false","false","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b9f564b20f564355b05b585c4cc8ebfe_1683544394?lk3s=b59d6b55&x-expires=1747108800&x-signature=wdB15wQn8UPBXf0El9ya1JYXoqo%3D&shp=b59d6b55&shcp=-","540p","12","mp4","1024","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b9f564b20f564355b05b585c4cc8ebfe_1683544394?lk3s=b59d6b55&x-expires=1747108800&x-signature=wdB15wQn8UPBXf0El9ya1JYXoqo%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@roseflowernhatrang/video/7230768134364417286"
"https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de3f191abaa1240f94a1d033ba4dd37c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=eca6e79d&x-expires=1747108800&x-signature=jVVZMlchgkcRp4%2F47KFQCR%2FTG5Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"2404","90300","21","0","3600000","78266327072645120","thanha.buii","Bui Thanh Ha","https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de3f191abaa1240f94a1d033ba4dd37c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=eca6e79d&x-expires=1747108800&x-signature=jVVZMlchgkcRp4%2F47KFQCR%2FTG5Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@thanha.buii",,"buithanhha37@gmail.com
VÀO BIO IG: THANHA.BUII 
HOẶC Ở ĐÂY NÈ👇🏻","false","false","947","90","11600","713600","1589","Đi biển hoi mí pàaa 🌊🌊🌊 #fyp #xuhuong ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oU8febMbIXAcQuFekFQAs5JbGfuo8Wa6X3xXAn?lk3s=b59d6b55&x-expires=1747108800&x-signature=XwM%2FaWLARDn49Au0O%2FEb9hr64wA%3D&shp=b59d6b55&shcp=-","540p","27","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oU8febMbIXAcQuFekFQAs5JbGfuo8Wa6X3xXAn?lk3s=b59d6b55&x-expires=1747108800&x-signature=XwM%2FaWLARDn49Au0O%2FEb9hr64wA%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@thanha.buii/video/7327275729396272402"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b33a0e8e4cbc4e74fcf7f98639d416da~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7de112d1&x-expires=1747108800&x-signature=C6NVYNuMIk2%2FqLZkQy%2BfFPt4ZCM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"4115","265400","203","0","1500000","7205895306775413786","yennhileee_","Yen Nhi Le","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b33a0e8e4cbc4e74fcf7f98639d416da~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7de112d1&x-expires=1747108800&x-signature=C6NVYNuMIk2%2FqLZkQy%2BfFPt4ZCM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@yennhileee_",,"📩 leyennhi2489@gmail.com","false","false","65","316","21300","1000000","3476","Trải nghiệm thực tế tại The Clay Resort hot nhất tại Mũi Né #LearnOnTikTok #AnCungTikTok #HelloVietNam #traveltiktok #travelloka #theclayresort #theclaymuine #muine #muinephanthiet ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/4618d5f222bd472a857e17af8e7cc19e_1705645515?lk3s=b59d6b55&x-expires=1747108800&x-signature=8S5Ycmolw7U0mfaT0ClUwZG8s9U%3D&shp=b59d6b55&shcp=-","540p","66","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/4618d5f222bd472a857e17af8e7cc19e_1705645515?lk3s=b59d6b55&x-expires=1747108800&x-signature=8S5Ycmolw7U0mfaT0ClUwZG8s9U%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-yennhileee-20240119062511-7325691661974048002-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/061df96d1b97f1af9671084f30cffda4/6822ce87/video/tos/alisg/tos-alisg-pv-0037/d1cbb698af70451e9ec788e2b62afd8d/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14006&bt=7003&ds=4&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=Mzwzdmw5cm40cDMzODgzNEBpMzwzdmw5cm40cDMzODgzNEAzMWNyMmQ0XmlgLS1kLzFzYSMzMWNyMmQ0XmlgLS1kLzFzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00050000","4","https://api.apify.com/v2/key-value-stores/a6bQrfIBEIUcB3ngc/records/subtitle-yennhileee-20240119062511-7325691661974048002-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/cc9edac2873f3ac8ac0809b0402b0bd9/6822ce87/video/tos/alisg/tos-alisg-pv-0037/268a7ea83f834d6eb9856f9482b3b6fa/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14006&bt=7003&ds=4&ft=-Elcom7nPD12NldjKh-Uxh42aY6e3wv25icAp&mime_type=video_mp4&qs=13&rc=Mzwzdmw5cm40cDMzODgzNEBpMzwzdmw5cm40cDMzODgzNEAzMWNyMmQ0XmlgLS1kLzFzYSMzMWNyMmQ0XmlgLS1kLzFzcw%3D%3D&l=2025051112445216444E42A93CA2993E86&btag=e00050000","1:llm","576","https://www.tiktok.com/@yennhileee_/video/7325691661974048002"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abe4a1f35e112be9d9bbec08f36eabb7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=147239cc&x-expires=1747108800&x-signature=PZXEoWQetwYp79LbzIjSdW5fAxw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,,"457","608","22","0","13200","7202073039507719174","phuhairesortphanthiet","Phú Hải Beach Resort & Spa","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abe4a1f35e112be9d9bbec08f36eabb7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=147239cc&x-expires=1747108800&x-signature=PZXEoWQetwYp79LbzIjSdW5fAxw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@phuhairesortphanthiet",,"Phú Hải Beach Resort & Spa Phan Thiet tiêu chuẩn 4 sao","false","false","119","350","670","108000","401","Chiều chiều đạo xe trong resort mang lại cảm giác thật fresh #phanthiet #fyp #xh #trending #dulichphanthiet #resortphanthiet ","false","true","https://p9-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/f036d68833574d5685b7d2c044b946f7_1713456059?lk3s=b59d6b55&x-expires=1747108800&x-signature=jJxu7MMN9JnDqXPuDc48skwOBBw%3D&shp=b59d6b55&shcp=-","540p","16","mp4","1024","https://p9-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/f036d68833574d5685b7d2c044b946f7_1713456059?lk3s=b59d6b55&x-expires=1747108800&x-signature=jJxu7MMN9JnDqXPuDc48skwOBBw%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@phuhairesortphanthiet/video/7359237692011351312"
